TIME;POWER;LONG ACCEL;LAT ACCEL;VERT ACCEL;PITCH RATE;GPS SPEED;BRAKE LIGHT;PEDAL FORCE ;PULL FORCE ;GPS HEADING;GPS LONGITUDE;GPS LATITUDE;GPS X POSITION;GPS Y POSITION;GPS ALTITUDE ;STATUS;GPS SAT COUNT;GPS SPEED ACC;GPS POS ACC;INITIAL PITCH;INITIAL ROLL;PROCESSED PITCH;PROCESSED ACCEL;FILTERED PROCESSED ACCEL;SLIP ANGLE;PROCESSED SPEED
[mS];[V];[m/s/s];[m/s/s];[m/s/s];[deg/s];[km/h];[-];[N];[N];[deg];[deg];[deg];[m];[m];[m];[-];[-];[km/h];[m];[deg];[deg];[deg];[m/s/s];[m/s/s];[deg];[km/h]


350;12,2;-0,11;-0,11;9,94;0,15;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,79;0,25;0,16;0,00;0,00
360;12,2;-0,20;-0,03;9,88;-0,10;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,78;0,20;0,16;0,00;0,00
370;12,2;-0,14;-0,02;9,70;-0,11;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,80;0,47;-1,78;0,10;0,15;0,00;0,00
380;12,2;-0,11;-0,13;9,81;-0,08;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,46;-1,78;0,17;0,16;0,00;0,00
390;12,2;-0,17;-0,10;9,94;-0,06;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,20;0,16;0,00;0,00
400;12,2;-0,15;-0,07;9,67;-0,11;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,14;0,16;0,00;0,00
410;12,2;-0,09;-0,11;9,76;0,26;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,16;0,16;0,00;0,00
420;12,2;-0,11;-0,09;9,98;0,18;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,22;0,16;0,00;0,00
430;12,2;-0,20;-0,04;9,95;-0,29;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,20;0,17;0,00;0,00
440;12,2;-0,15;-0,09;9,71;-0,15;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,10;0,16;0,00;0,00
450;12,2;-0,14;-0,18;9,80;-0,05;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,47;-1,78;0,16;0,16;0,00;0,00
460;12,2;-0,17;-0,08;10,01;-0,22;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,48;-1,78;0,17;0,16;0,00;0,00
470;12,2;-0,16;-0,07;9,69;-0,13;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,48;-1,78;0,14;0,16;0,00;0,00
480;12,2;-0,11;-0,14;9,76;0,18;0,14;0;0;0;335,1;4,4922009;51,9180107;-487,79;-255,09;-0,28;3;6;0,9;1,6;1,79;0,48;-1,78;0,15;0,16;0,00;0,00
